,host_count,avg_token_length,token_count,largest_token,url_length,ip_address,dots_count,critical_words,host_rank,host_country
3381,1,5.33,3,8,26,0,2,0,364982,32631
3382,1,7.67,3,12,33,0,2,0,-1,-1
3383,1,4.0,3,7,26,0,2,0,-1,-1
3384,1,3.67,3,5,21,0,1,0,-1,-1
3385,1,10.33,3,20,41,0,2,0,-1,-1
3386,1,5.33,3,8,26,0,2,0,364982,32631
3387,1,6.67,3,9,30,0,2,0,-1,-1
3388,1,6.5,2,10,31,0,2,0,-1,-1
3389,1,4.67,3,6,33,0,3,0,-1,-1
3390,3,3.0,4,4,34,0,3,0,38426,196
3391,3,3.0,4,4,30,0,3,0,38426,196
3392,3,3.0,4,4,31,0,3,0,38426,196
3393,1,6.0,3,8,28,0,2,0,-1,-1
3394,1,8.0,2,13,32,0,1,0,-1,-1
3395,1,4.0,4,5,31,0,2,0,-1,-1
3396,1,7.0,3,10,31,0,2,0,-1,-1
3397,1,7.33,3,11,32,0,2,0,-1,-1
3398,1,7.0,3,10,31,0,2,0,-1,-1
3399,1,3.67,3,4,37,0,2,0,8620,2111
3400,1,4.33,3,8,34,0,2,0,1382,319
3401,1,8.0,3,13,34,0,2,0,-1,-1
3402,1,7.67,3,12,33,0,2,0,-1,-1
3403,1,7.67,3,12,33,0,2,0,-1,-1
3404,1,6.33,3,10,30,0,2,0,-1,-1
3405,1,4.0,3,6,31,0,3,1,-1,-1
3406,1,4.5,2,6,18,0,1,0,-1,-1
3407,1,5.33,3,8,26,0,2,0,364982,32631
3408,1,6.33,3,8,29,0,2,0,-1,-1
3409,1,5.33,3,8,26,0,2,0,-1,-1
3410,1,4.33,3,5,23,0,2,0,-1,-1
3411,1,5.67,3,9,27,0,2,0,-1,-1
3412,1,8.0,2,13,25,0,1,0,-1,-1
3413,1,5.67,3,9,27,0,2,0,-1,-1
3414,1,4.5,2,6,27,0,2,0,-1,-1
3415,1,6.5,2,10,22,0,1,0,-1,-1
3416,1,6.67,3,11,30,0,2,0,-1,-1
3417,1,6.0,2,9,21,0,1,0,-1,-1
3418,23,5.33,3,7,30,0,2,0,459959,104794
3419,1,6.0,3,10,28,0,2,0,2913940,629416
3420,1,7.0,3,11,31,0,2,0,-1,-1
3421,1,7.33,3,11,32,0,2,0,-1,-1
3422,1,4.0,3,7,22,0,2,0,-1,-1
3423,1,5.33,3,10,30,0,2,0,-1,-1
3424,1,4.0,2,5,22,0,1,0,-1,-1
3425,2,4.67,3,7,24,0,2,0,-1,-1
3426,1,6.67,3,9,30,0,2,0,-1,-1
3427,1,6.0,2,9,35,0,2,0,-1,-1
3428,1,3.0,3,3,19,0,2,0,678657,658934
3429,1,7.67,3,12,33,0,2,0,-1,-1
3430,1,5.67,3,7,27,0,2,0,-1,-1
3431,1,4.67,3,8,24,0,2,0,-1,-1
3432,1,8.67,3,15,36,0,2,0,-1,-1
3433,1,5.0,3,8,25,0,2,0,-1,-1
3434,1,3.25,4,6,24,0,2,0,-1,-1
3435,1,5.33,3,7,26,0,2,0,-1,-1
3436,1,7.0,3,10,31,0,2,0,-1,-1
3437,1,5.67,3,8,27,0,2,0,-1,-1
3438,1,4.0,4,6,36,0,4,0,5392,951
3439,1,6.67,3,9,30,0,2,0,-1,-1
3440,1,7.0,2,11,23,0,1,0,-1,-1
3441,1,6.33,3,9,29,0,2,0,-1,-1
3442,1,5.33,3,9,26,0,2,0,-1,-1
3443,1,7.67,3,13,33,0,2,0,-1,-1
3444,1,7.0,3,10,31,0,2,0,-1,-1
3445,1,9.67,3,14,39,0,2,0,-1,-1
3446,1,5.25,4,8,41,0,3,0,-1,-1
3447,1,4.5,2,6,18,0,1,0,-1,-1
3448,1,5.67,3,8,27,0,2,0,-1,-1
3449,1,8.0,2,13,25,0,1,0,-1,-1
3450,1,6.33,3,8,29,0,2,0,-1,-1
3451,1,7.0,2,11,23,0,1,0,-1,-1
3452,1,6.33,3,8,29,0,2,0,-1,-1
3453,1,5.25,4,8,45,0,3,0,-1,-1
3454,1,6.5,2,10,29,0,1,0,-1,-1
3455,1,7.0,3,10,31,0,2,0,-1,-1
3456,1,4.5,2,6,26,0,1,0,-1,-1
3457,1,5.0,2,7,19,0,1,0,-1,-1
3458,1,3.75,4,6,43,0,2,0,-1,-1
3459,1,5.25,4,8,32,0,2,0,-1,-1
3460,1,4.67,3,8,24,0,2,0,-1,-1
3461,1,5.0,3,6,25,0,2,0,-1,-1
3462,1,5.5,2,8,26,0,1,0,-1,-1
3463,1,3.0,3,4,32,0,1,0,-1,-1
3464,1,4.5,2,6,18,0,1,0,-1,-1
3465,1,7.0,3,10,31,0,2,0,-1,-1
3466,1,5.33,3,8,26,0,2,0,-1,-1
3467,1,6.67,3,9,30,0,2,0,364982,32631
3468,1,9.33,3,16,38,0,2,0,-1,-1
3469,1,5.0,3,7,25,0,2,0,-1,-1
3470,4,5.0,2,8,27,0,1,0,-1,-1
3471,4,5.0,2,8,50,0,1,0,-1,-1
3472,4,5.0,2,8,47,0,1,0,-1,-1
3473,4,5.0,2,8,47,0,1,0,-1,-1
3474,1,6.67,3,9,30,0,2,0,364982,32631
3475,1,7.33,3,11,32,0,2,0,-1,-1
3476,1,5.33,3,8,26,0,2,0,-1,-1
3477,1,5.33,3,9,26,0,2,0,-1,-1
3478,1,5.67,3,9,36,0,3,0,-1,-1
3479,1,8.33,3,14,35,0,2,0,-1,-1
3480,1,8.33,3,14,35,0,2,0,-1,-1
3481,2,3.67,3,4,21,0,1,0,-1,-1
3482,2,3.67,3,4,30,0,2,0,-1,-1
3483,1,6.5,2,10,22,0,1,0,-1,-1
3484,1,6.5,2,10,30,0,1,0,-1,-1
3485,1,6.0,3,8,28,0,2,0,-1,-1
3486,1,7.0,2,11,27,0,1,0,-1,-1
3487,1,8.33,3,14,35,0,2,0,-1,-1
3488,1,4.0,3,5,28,0,2,0,393067,190498
3489,1,7.0,3,10,31,0,2,0,-1,-1
3490,1,3.5,2,4,32,0,2,0,-1,-1
3491,1,7.33,3,10,32,0,2,0,-1,-1
3492,1,6.0,3,8,28,0,2,0,-1,-1
3493,1,4.67,3,8,24,0,2,0,-1,-1
3494,1,4.67,3,8,24,0,2,0,-1,-1
3495,1,3.67,3,4,21,0,2,0,-1,-1
3496,1,3.5,4,4,25,0,2,0,-1,-1
3497,1,4.33,3,5,23,0,1,0,-1,-1
3498,1,6.0,3,11,28,0,2,0,124097,48634
3499,2,4.33,3,6,23,0,1,0,-1,-1
3500,2,4.33,3,6,32,0,2,0,-1,-1
3501,1,6.0,3,11,41,0,1,0,-1,-1
3502,1,5.67,3,9,27,0,2,0,-1,-1
3503,1,3.5,2,5,16,0,1,0,-1,-1
3504,1,4.0,2,5,26,0,2,0,-1,-1
3505,1,5.67,3,9,27,0,2,0,-1,-1
3506,1,7.0,2,11,23,0,1,0,-1,-1
3507,1,5.33,3,7,26,0,2,0,-1,-1
3508,1,7.33,3,14,32,0,2,0,-1,-1
3509,1,6.33,3,8,29,0,2,0,-1,-1
3510,1,5.67,3,8,27,0,2,0,-1,-1
3511,1,9.0,2,15,32,0,1,0,-1,-1
3512,1,5.67,3,8,27,0,2,0,-1,-1
3513,1,6.0,3,9,28,0,2,0,-1,-1
3514,1,7.0,3,10,31,0,2,0,-1,-1
3515,1,7.0,3,13,31,0,2,0,584174,230945
3516,1,3.67,3,6,31,0,2,0,-1,-1
3517,1,6.0,2,9,46,0,2,0,-1,-1
3518,1,4.33,3,6,23,0,2,0,-1,-1
3519,1,5.33,3,9,26,0,2,0,1490897,192798
3520,1,7.5,2,12,24,0,1,0,-1,-1
3521,1,6.0,3,8,28,0,2,0,-1,-1
3522,1,7.0,2,11,35,0,2,0,-1,-1
3523,1,8.67,3,14,36,0,2,0,-1,-1
3524,1,6.33,3,12,29,0,2,0,-1,-1
3525,1,5.0,3,8,32,0,2,0,-1,-1
3526,1,5.0,3,8,25,0,2,0,-1,-1
3527,1,6.67,3,9,30,0,2,0,-1,-1
3528,1,6.67,3,10,30,0,2,0,-1,-1
3529,1,6.0,3,10,28,0,2,0,-1,-1
3530,1,5.0,3,8,25,0,2,0,-1,-1
3531,1,5.5,4,9,33,0,3,0,-1,-1
3532,1,7.33,3,11,32,0,2,0,-1,-1
3533,1,11.0,3,22,43,0,2,0,-1,-1
3534,1,6.67,3,9,30,0,2,0,-1,-1
3535,1,7.67,3,15,42,0,3,0,-1,-1
3536,1,6.67,3,9,30,0,2,0,-1,-1
3537,1,4.0,4,6,40,0,2,0,-1,-1
3538,3,4.33,3,7,56,0,3,0,3013,664
3539,3,4.33,3,7,59,0,3,0,3013,664
3540,3,4.33,3,7,33,0,2,0,3013,664
3541,1,5.0,3,7,43,0,2,0,-1,-1
3542,1,4.5,4,9,46,0,4,0,-1,-1
3543,1,7.0,3,11,31,0,2,0,-1,-1
3544,1,6.67,3,9,30,0,2,0,-1,-1
3545,1,8.0,3,13,34,0,2,0,-1,-1
3546,1,5.75,4,8,34,0,2,0,-1,-1
3547,1,5.67,3,8,27,0,2,0,364982,32631
3548,1,4.67,3,7,24,0,2,0,-1,-1
3549,1,3.5,4,6,25,0,3,0,-1,-1
3550,1,7.5,2,12,32,0,1,0,-1,-1
3551,1,5.0,2,7,19,0,1,0,-1,-1
3552,1,7.33,3,11,32,0,2,0,-1,-1
3553,1,8.0,2,13,34,0,1,0,-1,-1
3554,1,7.0,3,10,31,0,2,0,-1,-1
3555,1,6.33,3,11,29,0,2,0,-1,-1
3556,1,9.33,3,17,38,0,2,0,-1,-1
3557,1,4.67,3,7,24,0,2,0,-1,-1
3558,1,7.0,3,10,31,0,2,0,-1,-1
3559,1,6.67,3,9,30,0,2,0,-1,-1
3560,1,5.67,3,8,27,0,2,0,-1,-1
3561,1,10.0,3,17,40,0,2,0,-1,-1
3562,1,5.5,2,8,20,0,1,0,-1,-1
3563,1,6.0,3,9,28,0,2,0,-1,-1
3564,1,6.33,3,9,29,0,2,0,-1,-1
3565,1,4.67,3,9,34,0,2,0,-1,-1
3566,1,5.67,3,9,27,0,2,0,2913940,629416
3567,1,5.67,3,8,27,0,2,0,-1,-1
3568,1,5.0,3,10,25,0,2,0,-1,-1
3569,1,5.67,3,8,27,0,2,0,-1,-1
3570,1,10.0,2,17,38,0,2,0,-1,-1
3571,1,8.33,3,14,35,0,2,0,-1,-1
3572,2,3.0,3,5,25,0,2,0,-1,-1
3573,2,3.0,3,5,24,0,2,0,-1,-1
3574,1,6.67,3,9,30,0,2,0,-1,-1
3575,1,5.33,3,8,26,0,2,0,-1,-1
3576,1,6.0,3,8,28,0,2,0,-1,-1
3577,1,5.5,2,8,20,0,1,0,-1,-1
3578,1,6.75,4,15,38,0,2,0,-1,-1
3579,1,6.0,2,9,26,0,1,0,-1,-1
3580,1,3.0,3,4,27,0,1,0,-1,-1
3581,1,8.0,3,13,34,0,2,0,-1,-1
3582,1,7.5,2,12,24,0,1,0,-1,-1
3583,1,6.67,3,9,30,0,2,0,-1,-1
3584,1,6.67,3,9,30,0,2,0,-1,-1
3585,1,5.67,3,7,39,0,3,0,-1,-1
3586,2,9.67,3,18,66,0,3,0,-1,-1
3587,2,9.67,3,18,46,0,2,0,-1,-1
3588,1,5.0,2,7,28,0,2,0,-1,-1
3589,1,2.33,3,3,31,0,3,0,-1,-1
3590,1,5.0,3,8,25,0,2,0,-1,-1
3591,1,7.33,3,13,39,0,2,0,-1,-1
3592,1,3.0,3,5,24,0,2,0,-1,-1
3593,1,7.67,3,12,33,0,2,0,-1,-1
3594,1,8.0,3,17,34,0,2,0,-1,-1
3595,1,7.0,3,10,31,0,2,0,-1,-1
3596,1,5.0,3,8,25,0,2,0,364982,32631
3597,1,7.33,3,13,40,0,2,0,-1,-1
3598,1,6.67,3,9,30,0,2,0,-1,-1
3599,1,6.33,3,8,29,0,2,0,-1,-1
3600,1,8.0,3,13,34,0,2,0,-1,-1
3601,1,5.5,2,8,29,0,2,0,-1,-1
3602,1,7.0,3,10,31,0,2,0,-1,-1
3603,1,5.33,3,8,26,0,2,0,364982,32631
3604,1,6.5,2,10,33,0,2,0,-1,-1
3605,1,7.67,3,12,33,0,2,0,-1,-1
3606,1,5.67,3,9,36,0,3,0,-1,-1
3607,1,6.33,3,12,29,0,2,0,-1,-1
3608,1,6.67,3,9,39,0,3,0,-1,-1
3609,1,4.33,3,7,23,0,2,0,-1,-1
3610,1,7.33,3,16,32,0,2,0,-1,-1
3611,1,8.0,3,13,34,0,2,0,-1,-1
3612,1,5.0,3,6,25,0,2,0,-1,-1
3613,1,5.0,2,7,28,0,2,0,-1,-1
3614,1,5.0,2,7,24,0,1,0,-1,-1
3615,1,7.5,2,12,40,0,1,0,-1,-1
3616,1,8.0,2,13,25,0,1,0,-1,-1
3617,1,5.0,3,6,25,0,2,0,37018,22228
3618,1,9.0,3,16,37,0,2,0,-1,-1
3619,1,5.33,3,7,43,0,2,0,-1,-1
3620,1,6.0,3,8,41,0,3,0,41582,18957
3621,1,7.0,3,10,31,0,2,0,-1,-1
3622,1,8.5,2,14,26,0,1,0,-1,-1
3623,1,5.0,2,7,32,0,1,0,-1,-1
3624,1,6.0,2,9,21,0,1,0,-1,-1
3625,1,7.0,3,10,31,0,2,0,-1,-1
3626,1,6.33,3,8,29,0,2,0,-1,-1
3627,1,6.33,3,9,29,0,2,0,-1,-1
3628,1,6.0,3,9,28,0,2,0,-1,-1
3629,1,7.33,3,11,32,0,2,0,-1,-1
3630,2,6.0,2,9,21,0,1,0,-1,-1
3631,2,6.0,2,9,40,0,2,0,-1,-1
3632,9,6.5,2,10,29,0,1,0,-1,-1
3633,9,6.5,2,10,49,0,1,0,-1,-1
3634,9,6.5,2,10,59,0,1,0,-1,-1
3635,9,6.5,2,10,50,0,1,0,-1,-1
3636,9,6.5,2,10,52,0,1,0,-1,-1
3637,9,6.5,2,10,47,0,1,0,-1,-1
3638,9,6.5,2,10,53,0,1,0,-1,-1
3639,9,6.5,2,10,52,0,1,0,-1,-1
3640,9,6.5,2,10,48,0,1,0,-1,-1
3641,1,7.33,3,10,32,0,2,0,-1,-1
3642,1,8.33,3,14,35,0,2,0,-1,-1
3643,1,7.0,3,12,56,0,3,0,71526,12697
3644,1,8.33,3,17,40,0,2,0,-1,-1
3645,1,11.0,3,16,51,0,3,0,-1,-1
3646,2,7.67,3,12,33,0,2,0,-1,-1
3647,2,7.67,3,12,42,0,3,0,-1,-1
3648,1,6.33,3,13,47,0,3,0,45374,7808
3649,2,5.0,3,8,25,0,2,0,-1,-1
3650,2,5.0,3,8,34,0,3,0,-1,-1
3651,1,5.25,4,11,46,0,3,0,-1,-1
3652,1,6.33,3,10,34,0,2,0,-1,-1
3653,1,7.0,3,9,31,0,2,0,-1,-1
3654,1,4.67,3,8,24,0,2,0,-1,-1
3655,1,6.33,3,8,29,0,2,0,-1,-1
3656,7,8.0,2,13,31,0,1,0,-1,-1
3657,1,6.0,3,9,28,0,2,0,-1,-1
3658,1,6.5,2,10,22,0,1,0,-1,-1
3659,1,4.67,3,8,24,0,2,0,-1,-1
3660,1,3.0,3,4,19,0,1,0,-1,-1
3661,1,6.33,3,9,29,0,2,0,-1,-1
3662,1,7.33,3,13,32,0,2,0,-1,-1
3663,1,4.0,4,5,36,0,3,0,-1,-1
3664,1,7.33,3,10,32,0,2,0,-1,-1
3665,1,6.5,2,10,27,0,1,0,-1,-1
3666,1,7.0,3,10,31,0,2,0,-1,-1
3667,1,6.67,3,9,30,0,2,0,-1,-1
3668,1,6.0,3,8,28,0,2,0,-1,-1
3669,1,7.0,2,11,38,0,2,0,-1,-1
3670,1,7.33,3,11,32,0,2,0,-1,-1
3671,1,6.0,2,9,25,0,1,0,-1,-1
3672,1,6.0,3,9,28,0,2,0,-1,-1
3673,1,4.5,4,8,29,0,2,0,-1,-1
3674,1,5.0,2,7,19,0,1,0,-1,-1
3675,1,4.0,2,5,22,0,1,0,-1,-1
3676,1,5.67,3,8,52,0,3,0,-1,-1
3677,1,8.0,3,13,34,0,2,0,-1,-1
3678,1,5.0,3,10,39,0,3,0,-1,-1
3679,2,8.67,3,14,36,0,2,0,-1,-1
3680,2,8.67,3,14,45,0,3,0,-1,-1
3681,1,4.5,2,7,22,0,1,0,-1,-1
3682,1,8.67,3,15,36,0,2,0,-1,-1
3683,1,6.67,3,9,30,0,2,0,-1,-1
3684,1,8.0,2,13,36,0,1,0,-1,-1
3685,1,6.0,3,8,28,0,2,0,-1,-1
3686,1,5.33,3,7,26,0,2,0,-1,-1
3687,1,7.5,2,12,28,0,1,0,-1,-1
3688,1,4.67,3,7,33,0,2,0,1638007,760897
3689,1,6.33,3,8,29,0,2,0,-1,-1
3690,1,4.5,2,6,18,0,1,0,-1,-1
3691,1,6.67,3,9,30,0,2,0,364982,32631
3692,1,8.5,2,14,26,0,1,0,-1,-1
3693,1,5.33,3,8,26,0,2,0,-1,-1
3694,1,8.5,2,14,46,0,2,0,-1,-1
3695,1,5.67,3,8,27,0,2,0,364982,32631
3696,1,3.33,3,4,20,0,2,0,-1,-1
3697,24,4.33,3,6,37,0,2,0,-1,-1
3698,24,4.33,3,6,58,0,2,0,-1,-1
3699,24,4.33,3,6,68,0,2,0,-1,-1
3700,24,4.33,3,6,70,0,2,0,-1,-1
3701,24,4.33,3,6,37,0,2,0,-1,-1
3702,24,4.33,3,6,59,0,2,0,-1,-1
3703,24,4.33,3,6,55,0,2,0,-1,-1
3704,24,4.33,3,6,62,0,2,0,-1,-1
3705,24,4.33,3,6,60,0,2,0,-1,-1
3706,24,4.33,3,6,51,0,2,0,-1,-1
3707,24,4.33,3,6,52,0,2,0,-1,-1
3708,24,4.33,3,6,59,0,2,0,-1,-1
3709,24,4.33,3,6,55,0,2,0,-1,-1
3710,24,4.33,3,6,60,0,2,0,-1,-1
3711,24,4.33,3,6,65,0,2,0,-1,-1
3712,24,4.33,3,6,53,0,2,0,-1,-1
3713,24,4.33,3,6,37,0,2,0,-1,-1
3714,24,4.33,3,6,59,0,2,0,-1,-1
3715,24,4.33,3,6,63,0,2,0,-1,-1
3716,24,4.33,3,6,62,0,2,0,-1,-1
3717,24,4.33,3,6,66,0,2,0,-1,-1
3718,24,4.33,3,6,37,0,2,0,-1,-1
3719,24,4.33,3,6,56,0,2,0,-1,-1
3720,24,4.33,3,6,59,0,2,0,-1,-1
3721,1,9.0,3,20,37,0,2,0,-1,-1
3722,2,5.67,3,9,27,0,2,0,-1,-1
3723,2,5.67,3,9,42,0,2,0,-1,-1
3724,365,5.0,3,7,33,0,2,0,-1,-1
3725,365,5.0,3,7,33,0,2,0,-1,-1
3726,365,5.0,3,7,33,0,2,0,-1,-1
3727,365,5.0,3,7,53,0,2,0,-1,-1
3728,365,5.0,3,7,33,0,2,0,-1,-1
3729,365,5.0,3,7,33,0,2,0,-1,-1
3730,365,5.0,3,7,33,0,2,0,-1,-1
3731,365,5.0,3,7,48,0,2,0,-1,-1
3732,365,5.0,3,7,59,0,2,0,-1,-1
3733,365,5.0,3,7,33,0,2,0,-1,-1
3734,365,5.0,3,7,33,0,2,0,-1,-1
3735,365,5.0,3,7,33,0,2,0,-1,-1
3736,365,5.0,3,7,33,0,2,0,-1,-1
3737,365,5.0,3,7,54,0,2,0,-1,-1
3738,365,5.0,3,7,33,0,2,0,-1,-1
3739,365,5.0,3,7,51,0,2,0,-1,-1
3740,365,5.0,3,7,33,0,2,0,-1,-1
3741,365,5.0,3,7,33,0,2,0,-1,-1
3742,365,5.0,3,7,33,0,2,0,-1,-1
3743,365,5.0,3,7,67,0,2,0,-1,-1
3744,365,5.0,3,7,33,0,2,0,-1,-1
3745,365,5.0,3,7,33,0,2,0,-1,-1
3746,365,5.0,3,7,33,0,2,0,-1,-1
3747,365,5.0,3,7,33,0,2,0,-1,-1
3748,365,5.0,3,7,33,0,2,0,-1,-1
3749,365,5.0,3,7,49,0,2,0,-1,-1
3750,365,5.0,3,7,33,0,2,0,-1,-1
3751,365,5.0,3,7,33,0,2,0,-1,-1
3752,365,5.0,3,7,33,0,2,0,-1,-1
3753,365,5.0,3,7,71,0,2,0,-1,-1
3754,365,5.0,3,7,33,0,2,0,-1,-1
3755,365,5.0,3,7,33,0,2,0,-1,-1
3756,365,5.0,3,7,63,0,2,0,-1,-1
3757,365,5.0,3,7,56,0,2,0,-1,-1
3758,365,5.0,3,7,33,0,2,0,-1,-1
3759,365,5.0,3,7,33,0,2,0,-1,-1
3760,365,5.0,3,7,33,0,2,0,-1,-1
3761,365,5.0,3,7,33,0,2,0,-1,-1
3762,365,5.0,3,7,33,0,2,0,-1,-1
3763,365,5.0,3,7,33,0,2,0,-1,-1
3764,365,5.0,3,7,33,0,2,0,-1,-1
3765,365,5.0,3,7,33,0,2,0,-1,-1
3766,365,5.0,3,7,51,0,2,0,-1,-1
3767,365,5.0,3,7,33,0,2,0,-1,-1
3768,365,5.0,3,7,33,0,2,0,-1,-1
3769,365,5.0,3,7,33,0,2,0,-1,-1
3770,365,5.0,3,7,33,0,2,0,-1,-1
3771,365,5.0,3,7,33,0,2,0,-1,-1
3772,365,5.0,3,7,33,0,2,0,-1,-1
3773,365,5.0,3,7,70,0,2,0,-1,-1
3774,365,5.0,3,7,65,0,2,0,-1,-1
3775,365,5.0,3,7,33,0,2,0,-1,-1
3776,365,5.0,3,7,33,0,2,0,-1,-1
3777,365,5.0,3,7,47,0,2,0,-1,-1
3778,365,5.0,3,7,55,0,2,0,-1,-1
3779,365,5.0,3,7,54,0,2,0,-1,-1
3780,365,5.0,3,7,33,0,2,0,-1,-1
3781,365,5.0,3,7,55,0,2,0,-1,-1
3782,365,5.0,3,7,61,0,2,0,-1,-1
3783,365,5.0,3,7,33,0,2,0,-1,-1
3784,365,5.0,3,7,33,0,2,0,-1,-1
3785,365,5.0,3,7,33,0,2,0,-1,-1
3786,365,5.0,3,7,52,0,2,0,-1,-1
3787,365,5.0,3,7,33,0,2,0,-1,-1
3788,365,5.0,3,7,33,0,2,0,-1,-1
3789,365,5.0,3,7,33,0,2,0,-1,-1
3790,365,5.0,3,7,33,0,2,0,-1,-1
3791,365,5.0,3,7,33,0,2,0,-1,-1
3792,365,5.0,3,7,33,0,2,0,-1,-1
3793,365,5.0,3,7,33,0,2,0,-1,-1
3794,365,5.0,3,7,33,0,2,0,-1,-1
3795,365,5.0,3,7,33,0,2,0,-1,-1
3796,365,5.0,3,7,33,0,2,0,-1,-1
3797,365,5.0,3,7,33,0,2,0,-1,-1
3798,365,5.0,3,7,33,0,2,0,-1,-1
3799,365,5.0,3,7,33,0,2,0,-1,-1
3800,365,5.0,3,7,58,0,2,0,-1,-1
3801,365,5.0,3,7,33,0,2,0,-1,-1
3802,365,5.0,3,7,48,0,2,0,-1,-1
3803,365,5.0,3,7,33,0,2,0,-1,-1
3804,365,5.0,3,7,33,0,2,0,-1,-1
3805,365,5.0,3,7,52,0,2,0,-1,-1
3806,365,5.0,3,7,62,0,2,0,-1,-1
3807,365,5.0,3,7,47,0,2,0,-1,-1
3808,365,5.0,3,7,48,0,2,0,-1,-1
3809,365,5.0,3,7,54,0,2,0,-1,-1
3810,365,5.0,3,7,33,0,2,0,-1,-1
3811,365,5.0,3,7,33,0,2,0,-1,-1
3812,365,5.0,3,7,33,0,2,0,-1,-1
3813,365,5.0,3,7,33,0,2,0,-1,-1
3814,365,5.0,3,7,58,0,2,0,-1,-1
3815,365,5.0,3,7,57,0,2,0,-1,-1
3816,365,5.0,3,7,51,0,2,0,-1,-1
3817,365,5.0,3,7,65,0,2,0,-1,-1
3818,365,5.0,3,7,52,0,2,0,-1,-1
3819,365,5.0,3,7,33,0,2,0,-1,-1
3820,365,5.0,3,7,54,0,2,0,-1,-1
3821,365,5.0,3,7,33,0,2,0,-1,-1
3822,365,5.0,3,7,33,0,2,0,-1,-1
3823,365,5.0,3,7,33,0,2,0,-1,-1
3824,365,5.0,3,7,33,0,2,0,-1,-1
3825,365,5.0,3,7,33,0,2,0,-1,-1
3826,365,5.0,3,7,33,0,2,0,-1,-1
3827,365,5.0,3,7,66,0,2,0,-1,-1
3828,365,5.0,3,7,58,0,2,0,-1,-1
3829,365,5.0,3,7,33,0,2,0,-1,-1
3830,365,5.0,3,7,33,0,2,0,-1,-1
3831,365,5.0,3,7,33,0,2,0,-1,-1
3832,365,5.0,3,7,33,0,2,0,-1,-1
3833,365,5.0,3,7,47,0,2,0,-1,-1
3834,365,5.0,3,7,33,0,2,0,-1,-1
3835,365,5.0,3,7,33,0,2,0,-1,-1
3836,365,5.0,3,7,33,0,2,0,-1,-1
3837,365,5.0,3,7,33,0,2,0,-1,-1
3838,365,5.0,3,7,50,0,2,0,-1,-1
3839,365,5.0,3,7,51,0,2,0,-1,-1
3840,365,5.0,3,7,66,0,2,0,-1,-1
3841,365,5.0,3,7,66,0,2,0,-1,-1
3842,365,5.0,3,7,57,0,2,0,-1,-1
3843,365,5.0,3,7,59,0,2,0,-1,-1
3844,365,5.0,3,7,59,0,2,0,-1,-1
3845,365,5.0,3,7,33,0,2,0,-1,-1
3846,365,5.0,3,7,33,0,2,0,-1,-1
3847,365,5.0,3,7,33,0,2,0,-1,-1
3848,365,5.0,3,7,33,0,2,0,-1,-1
3849,365,5.0,3,7,33,0,2,0,-1,-1
3850,365,5.0,3,7,33,0,2,0,-1,-1
3851,365,5.0,3,7,33,0,2,0,-1,-1
3852,365,5.0,3,7,57,0,2,0,-1,-1
3853,365,5.0,3,7,55,0,2,0,-1,-1
3854,365,5.0,3,7,33,0,2,0,-1,-1
3855,365,5.0,3,7,61,0,2,0,-1,-1
3856,365,5.0,3,7,33,0,2,0,-1,-1
3857,365,5.0,3,7,33,0,2,0,-1,-1
3858,365,5.0,3,7,33,0,2,0,-1,-1
3859,365,5.0,3,7,53,0,2,0,-1,-1
3860,365,5.0,3,7,33,0,2,0,-1,-1
3861,365,5.0,3,7,33,0,2,0,-1,-1
3862,365,5.0,3,7,33,0,2,0,-1,-1
3863,365,5.0,3,7,33,0,2,0,-1,-1
3864,365,5.0,3,7,33,0,2,0,-1,-1
3865,365,5.0,3,7,33,0,2,0,-1,-1
3866,365,5.0,3,7,61,0,2,0,-1,-1
3867,365,5.0,3,7,65,0,2,0,-1,-1
3868,365,5.0,3,7,33,0,2,0,-1,-1
3869,365,5.0,3,7,55,0,2,0,-1,-1
3870,365,5.0,3,7,33,0,2,0,-1,-1
3871,365,5.0,3,7,33,0,2,0,-1,-1
3872,365,5.0,3,7,58,0,2,0,-1,-1
3873,365,5.0,3,7,54,0,2,0,-1,-1
3874,365,5.0,3,7,52,0,2,0,-1,-1
3875,365,5.0,3,7,33,0,2,0,-1,-1
3876,365,5.0,3,7,33,0,2,0,-1,-1
3877,365,5.0,3,7,33,0,2,0,-1,-1
3878,365,5.0,3,7,33,0,2,0,-1,-1
3879,365,5.0,3,7,56,0,2,0,-1,-1
3880,365,5.0,3,7,33,0,2,0,-1,-1
3881,365,5.0,3,7,33,0,2,0,-1,-1
3882,365,5.0,3,7,33,0,2,0,-1,-1
3883,365,5.0,3,7,33,0,2,0,-1,-1
3884,365,5.0,3,7,33,0,2,0,-1,-1
3885,365,5.0,3,7,33,0,2,0,-1,-1
3886,365,5.0,3,7,33,0,2,0,-1,-1
3887,365,5.0,3,7,33,0,2,0,-1,-1
3888,365,5.0,3,7,33,0,2,0,-1,-1
3889,365,5.0,3,7,33,0,2,0,-1,-1
3890,365,5.0,3,7,55,0,2,0,-1,-1
3891,365,5.0,3,7,60,0,2,0,-1,-1
3892,365,5.0,3,7,54,0,2,0,-1,-1
3893,365,5.0,3,7,56,0,2,0,-1,-1
3894,365,5.0,3,7,53,0,2,0,-1,-1
3895,365,5.0,3,7,59,0,2,0,-1,-1
3896,365,5.0,3,7,51,0,2,0,-1,-1
