,host_count,avg_token_length,token_count,largest_token,url_length,ip_address,dots_count,critical_words,host_rank,host_country
1590,10,9.0,3,14,83,0,3,0,1387,1473
1591,10,9.0,3,14,42,0,2,0,1387,1473
1592,10,9.0,3,14,85,0,3,0,1387,1473
1593,10,9.0,3,14,85,0,3,0,1387,1473
1594,10,9.0,3,14,41,0,2,0,1387,1473
1595,10,9.0,3,14,73,0,3,0,1387,1473
1596,10,9.0,3,14,73,0,3,0,1387,1473
1597,1,13.0,3,26,97,0,3,0,1387,1473
1598,1,4.25,4,9,28,0,3,0,-1,-1
1599,2,6.67,3,14,78,0,3,0,-1,-1
1600,2,6.67,3,14,78,0,3,0,-1,-1
1601,1,4.0,3,6,34,0,2,0,-1,-1
1602,42,4.0,3,5,33,0,2,0,6,6
1603,2,5.0,3,7,51,1,3,0,9502,999
1604,1,6.0,2,9,27,0,1,0,-1,-1
1605,1,4.5,2,6,17,0,1,0,-1,-1
1606,42,3.75,4,5,56,0,3,1,6,6
1607,1,4.25,4,9,52,0,4,0,-1,-1
1608,42,4.0,3,5,33,0,2,0,6,6
1609,42,3.75,4,5,56,0,3,1,6,6
1610,184,5.33,3,10,47,0,2,1,1140090,311168
1611,1,3.33,3,4,19,0,2,0,-1,-1
1612,12,5.0,3,9,51,0,3,0,240066,201095
1613,99,5.33,3,7,54,0,2,0,2788,1198
1614,1,4.33,3,6,23,0,2,0,803,302
1615,108,3.33,3,4,51,1,3,0,39372,29205
1616,108,3.33,3,4,52,1,3,0,39372,29205
1617,108,3.33,3,4,32,0,2,0,39372,29205
1618,1,4.0,3,6,22,0,2,0,803,302
1619,1,8.0,3,13,64,0,3,0,156602,135027
1620,1,4.33,3,7,57,0,3,0,-1,-1
1621,1,4.67,3,8,44,0,3,0,-1,-1
1622,184,5.33,3,10,47,0,2,1,1140090,311168
1623,13,3.67,3,5,20,0,2,0,93112,60921
1624,8,4.33,3,7,22,0,2,0,-1,-1
1625,197,6.33,3,11,56,0,2,0,326,217
1626,42,4.0,3,5,33,0,2,0,6,6
1627,7,2.75,4,4,41,0,4,0,102,6
1628,42,3.75,4,5,56,0,3,1,6,6
1629,5,4.0,3,6,69,0,3,0,-1,-1
1630,5,4.33,3,7,67,0,3,1,5558,2766
1631,58,6.5,2,10,31,0,1,0,4922,1541
1632,2,6.0,3,12,130,0,2,0,3076647,92515
1633,57,5.33,3,10,47,0,2,0,239374,174737
1634,1,3.5,4,6,25,0,3,0,-1,-1
1635,3,4.0,4,8,28,0,3,0,-1,-1
1636,2,4.5,4,9,29,0,2,0,-1,-1
1637,8,3.33,3,5,20,0,2,0,-1,-1
1638,141,5.67,3,9,52,0,2,0,-1,-1
1639,40,4.33,3,7,22,0,2,0,-1,-1
1640,40,4.33,3,7,23,0,2,0,-1,-1
1641,99,5.33,3,7,54,0,2,0,2788,1198
1642,184,5.33,3,10,47,0,2,1,1140090,311168
1643,1,5.0,2,7,18,0,1,0,-1,-1
1644,2,4.0,2,5,47,0,2,0,899076,65160
1645,2,4.0,2,5,26,0,1,0,899076,65160
1646,2,3.0,4,4,23,0,2,0,-1,-1
1647,40,4.33,3,7,22,0,2,0,-1,-1
1648,2,2.67,3,3,18,0,2,0,-1,-1
1649,13,3.67,3,5,20,0,2,0,93112,60921
1650,38,6.0,2,9,21,0,1,0,-1,-1
1651,38,6.0,2,9,52,0,2,0,-1,-1
1652,141,5.67,3,9,52,0,2,0,-1,-1
1653,4,4.0,3,6,45,0,2,0,2,1
1654,4,4.0,3,6,48,0,2,0,2,1
1655,1,4.67,3,8,50,0,3,0,206073,156651
1656,2,6.67,3,14,53,0,3,0,5009,1586
1657,68,4.67,3,8,28,0,2,0,-1,-1
1658,68,4.67,3,8,29,0,2,0,-1,-1
1659,68,4.67,3,8,38,0,3,0,-1,-1
1660,24,4.0,3,6,21,0,2,0,-1,-1
1661,99,5.33,3,7,56,0,2,0,2788,1198
1662,39,7.5,2,12,51,0,2,0,-1,-1
1663,3,4.5,2,6,48,0,2,0,1809366,605645
1664,1,4.33,3,7,22,0,2,0,-1,-1
1665,197,6.33,3,11,56,0,2,0,326,217
1666,2,2.75,4,3,31,0,3,0,599,244
1667,99,5.33,3,7,54,0,2,0,2788,1198
1668,8,4.0,3,6,30,0,2,0,788,756
1669,3,4.0,4,8,28,0,3,0,-1,-1
1670,11,4.33,3,7,23,0,2,0,1053420,258821
1671,99,5.33,3,7,56,0,2,0,2788,1198
1672,1,4.33,3,5,67,0,4,0,-1,-1
1673,1,4.0,3,6,86,0,4,0,-1,-1
1674,1,4.33,3,7,54,0,3,0,41871,23716
1675,1,5.33,3,10,30,0,2,0,-1,-1
1676,1,2.67,3,3,25,0,2,0,1146848,6772
1677,197,6.33,3,11,56,0,2,0,326,217
1678,42,4.0,3,5,33,0,2,0,6,6
1679,42,3.75,4,5,56,0,3,1,6,6
1680,4,3.75,4,8,62,1,4,0,38321,11056
1681,197,6.33,3,11,56,0,2,0,326,217
1682,184,5.33,3,10,48,0,2,1,1140090,311168
1683,141,5.67,3,9,52,0,2,0,-1,-1
1684,141,5.67,3,9,52,0,2,0,-1,-1
1685,7,2.75,4,4,47,0,4,0,102,6
1686,1,4.0,2,5,24,0,1,0,307242,92650
1687,38,6.0,2,9,40,0,2,0,-1,-1
1688,141,5.67,3,9,52,0,2,0,-1,-1
1689,9,5.67,3,11,26,0,2,0,-1,-1
1690,197,6.33,3,11,56,0,2,0,326,217
1691,58,6.5,2,10,31,0,1,0,4922,1541
1692,1,5.33,3,10,25,0,2,0,-1,-1
1693,31,4.33,3,7,64,0,3,0,95,32
1694,57,5.33,3,10,47,0,2,0,239374,174737
1695,1,7.0,2,11,44,0,2,0,-1,-1
1696,141,5.67,3,9,52,0,2,0,-1,-1
1697,1,7.0,2,11,22,0,1,0,86260,12082
1698,42,4.0,3,5,33,0,2,0,6,6
1699,42,3.75,4,5,56,0,3,1,6,6
1700,4,2.2,5,3,28,0,4,0,6106,280
1701,3,4.5,4,11,65,1,4,0,892683,232584
1702,58,6.5,2,10,31,0,1,0,4922,1541
1703,1,6.0,3,12,94,0,3,0,5020,1438
1704,57,5.33,3,10,47,0,2,0,239374,174737
1705,184,5.33,3,10,47,0,2,1,1140090,311168
1706,10,5.0,2,7,19,0,1,0,-1,-1
1707,10,4.33,3,7,31,0,2,0,-1,-1
1708,40,4.33,3,7,22,0,2,0,-1,-1
1709,40,4.33,3,7,23,0,2,0,-1,-1
1710,6,6.67,3,11,49,0,3,0,-1,-1
1711,184,5.33,3,10,48,0,2,1,1140090,311168
1712,3,4.33,3,7,55,0,3,0,1566,1137
1713,184,5.33,3,10,47,0,2,1,1140090,311168
1714,108,3.33,3,4,51,1,3,0,39372,29205
1715,108,3.33,3,4,51,1,3,0,39372,29205
1716,108,3.33,3,4,32,0,2,0,39372,29205
1717,197,6.33,3,11,56,0,2,0,326,217
1718,141,5.67,3,9,52,0,2,0,-1,-1
1719,184,5.33,3,10,47,0,2,1,1140090,311168
1720,1,5.0,2,7,25,0,2,0,15223,7697
1721,197,6.33,3,11,63,0,2,0,326,217
1722,1,4.0,3,6,21,0,2,0,11235,2356
1723,1,4.0,3,6,22,0,2,0,-1,-1
1724,7,5.67,3,11,64,0,3,0,269,19
1725,184,5.33,3,10,48,0,2,1,1140090,311168
1726,39,7.5,2,12,56,0,2,0,-1,-1
1727,1,5.33,3,7,46,0,3,0,-1,-1
1728,3,3.0,3,3,76,0,3,0,84280,46420
1729,141,5.67,3,9,52,0,2,0,-1,-1
1730,58,6.5,2,10,31,0,1,0,4922,1541
1731,1,5.67,3,11,52,0,3,0,-1,-1
1732,57,5.33,3,10,46,0,2,0,239374,174737
1733,1,6.0,3,12,28,0,2,0,-1,-1
1734,1,4.33,3,7,23,0,3,0,-1,-1
1735,141,5.67,3,9,52,0,2,0,-1,-1
1736,4,4.33,3,6,40,0,3,0,-1,-1
1737,9,6.67,3,14,60,0,3,0,69869,47814
1738,9,6.67,3,14,48,0,3,0,69869,47814
1739,1,3.67,3,5,74,0,3,0,-1,-1
1740,3,4.25,4,8,60,1,4,0,38321,11056
1741,7,2.75,4,4,47,0,4,0,102,6
1742,15,8.0,3,11,33,0,2,0,-1,-1
1743,15,8.0,3,11,34,0,2,0,-1,-1
1744,15,8.0,3,11,52,0,3,0,-1,-1
1745,9,4.0,3,6,62,0,3,0,493,178
1746,16,5.0,2,7,23,0,1,0,5406,2400
1747,16,5.0,2,7,23,0,1,0,5406,2400
1748,16,5.0,2,7,23,0,1,0,5406,2400
1749,16,5.0,2,7,23,0,1,0,5406,2400
1750,16,5.0,2,7,23,0,1,0,5406,2400
1751,16,5.0,2,7,23,0,1,0,5406,2400
1752,16,5.0,2,7,23,0,1,0,5406,2400
1753,2,3.0,3,4,32,0,2,0,64,31
1754,4,3.67,3,5,55,0,3,0,679,359
1755,2,3.33,3,4,54,0,3,0,1988,637
1756,25,5.0,3,9,24,0,2,0,250497,66324
1757,25,5.0,3,9,87,0,4,0,250497,66324
1758,25,5.0,3,9,87,0,4,0,250497,66324
1759,25,5.0,3,9,81,0,4,0,250497,66324
1760,25,5.0,3,9,81,0,4,0,250497,66324
1761,9,4.33,3,7,70,0,3,0,607,185
1762,9,4.33,3,7,73,0,3,0,607,185
1763,9,4.33,3,7,67,0,3,0,607,185
1764,10,5.67,3,11,26,0,2,0,-1,-1
1765,10,5.67,3,11,41,0,3,0,-1,-1
1766,10,3.67,3,5,36,0,3,0,2019,717
1767,10,3.67,3,5,46,0,3,0,2019,717
1768,3,4.0,3,6,40,0,3,0,590,181
1769,31,4.33,3,7,54,0,3,0,95,32
1770,31,4.33,3,7,53,0,3,0,95,32
1771,31,4.33,3,7,54,0,3,0,95,32
1772,31,4.33,3,7,54,0,3,0,95,32
1773,31,4.33,3,7,55,0,3,0,95,32
1774,2,4.33,3,7,22,0,2,0,962039,398274
1775,9,6.33,3,13,58,0,3,0,260691,136162
1776,13,6.67,3,14,66,0,3,0,152,47
1777,2,5.67,3,9,62,0,3,0,162555,40359
1778,184,5.33,3,10,48,0,2,1,1140090,311168
1779,13,6.67,3,14,104,0,2,0,152,47
1780,13,6.67,3,14,103,0,2,0,152,47
1781,1,7.33,3,16,61,0,3,0,6645,3844
1782,39,7.5,2,12,56,0,2,0,-1,-1
1783,3,3.67,3,5,47,0,3,0,189426,53803
1784,13,3.67,3,5,20,0,2,0,93112,60921
1785,8,4.33,3,7,22,0,2,0,-1,-1
1786,58,6.5,2,10,31,0,1,0,4922,1541
1787,9,5.5,2,8,50,1,2,0,4599,1885
1788,57,5.33,3,10,47,0,2,0,239374,174737
1789,39,7.5,2,12,65,0,2,0,-1,-1
1790,39,7.5,2,12,72,0,2,0,-1,-1
1791,9,5.5,2,8,51,1,2,0,4599,1885
1792,1,3.0,3,3,123,0,2,0,59903,16102
1793,2,6.0,3,12,41,0,3,0,759759,155848
1794,184,5.33,3,10,48,0,2,1,1140090,311168
1795,141,5.67,3,9,52,0,2,0,-1,-1
1796,2,3.0,3,3,18,0,2,0,-1,-1
1797,2,3.0,3,3,28,0,2,0,-1,-1
1798,1,5.67,3,11,61,0,3,0,21677,64
1799,1,5.2,5,8,37,0,2,0,-1,-1
1800,1,4.4,5,8,33,0,2,0,-1,-1
1801,1,4.67,3,8,23,0,2,0,-1,-1
1802,1,5.0,3,10,45,0,2,0,-1,-1
1803,23,4.33,3,7,31,0,2,0,2380051,397374
1804,184,5.33,3,10,51,0,3,0,1140090,311168
1805,184,5.33,3,10,48,0,2,1,1140090,311168
1806,108,3.33,3,4,51,1,3,0,39372,29205
1807,108,3.33,3,4,52,1,3,0,39372,29205
1808,108,3.33,3,4,32,0,2,0,39372,29205
1809,108,3.33,3,4,28,0,2,0,39372,29205
1810,184,5.33,3,10,49,0,3,0,1140090,311168
1811,184,5.33,3,10,48,0,2,1,1140090,311168
1812,6,4.0,4,8,33,0,3,0,39214,134
1813,6,4.0,4,8,44,0,4,0,39214,134
1814,184,5.33,3,10,48,0,2,1,1140090,311168
1815,184,5.33,3,10,47,0,2,1,1140090,311168
1816,38,6.0,2,9,21,0,1,0,-1,-1
1817,141,5.67,3,9,52,0,2,0,-1,-1
1818,184,5.33,3,10,47,0,2,1,1140090,311168
1819,184,5.33,3,10,48,0,2,1,1140090,311168
1820,42,4.0,3,5,33,0,2,0,6,6
1821,42,3.75,4,5,56,0,3,1,6,6
1822,4,2.2,5,3,28,0,4,0,6106,280
1823,58,6.5,2,10,31,0,1,0,4922,1541
1824,5,5.0,3,9,46,0,3,0,554295,152027
1825,1,4.0,3,6,29,0,2,0,1464028,515055
1826,57,5.33,3,10,47,0,2,0,239374,174737
1827,108,3.33,3,4,51,1,3,0,39372,29205
1828,108,3.33,3,4,50,1,3,0,39372,29205
1829,108,3.33,3,4,52,1,3,0,39372,29205
1830,108,3.33,3,4,51,1,3,0,39372,29205
1831,108,3.33,3,4,32,0,2,0,39372,29205
1832,2,6.67,3,14,38,0,3,0,-1,-1
1833,184,5.33,3,10,42,0,2,1,1140090,311168
1834,197,6.33,3,11,65,0,2,0,326,217
1835,141,5.67,3,9,52,0,2,0,-1,-1
1836,15,3.67,3,5,59,0,5,0,-1,-1
1837,15,3.67,3,5,48,0,4,0,-1,-1
1838,15,3.67,3,5,65,0,5,0,-1,-1
1839,15,3.67,3,5,54,0,4,0,-1,-1
1840,15,3.67,3,5,62,1,6,0,-1,-1
1841,15,3.67,3,5,61,1,6,0,-1,-1
1842,15,3.67,3,5,56,0,5,0,-1,-1
1843,184,5.33,3,10,47,0,2,1,1140090,311168
1844,141,5.67,3,9,52,0,2,0,-1,-1
1845,184,5.33,3,10,48,0,2,1,1140090,311168
1846,6,4.0,4,8,33,0,3,0,39214,134
1847,6,4.0,4,8,44,0,4,0,39214,134
1848,18,7.0,3,15,55,0,3,0,-1,-1
1849,197,6.33,3,11,56,0,2,0,326,217
1850,141,5.67,3,9,52,0,2,0,-1,-1
1851,184,5.33,3,10,47,0,2,1,1140090,311168
1852,3,4.25,4,8,60,1,4,0,38321,11056
1853,7,2.75,4,4,47,0,4,0,102,6
1854,15,8.0,3,11,33,0,2,0,-1,-1
1855,15,8.0,3,11,34,0,2,0,-1,-1
1856,15,8.0,3,11,52,0,3,0,-1,-1
1857,9,4.0,3,6,62,0,3,0,493,178
1858,16,5.0,2,7,23,0,1,0,5406,2400
1859,16,5.0,2,7,23,0,1,0,5406,2400
1860,16,5.0,2,7,23,0,1,0,5406,2400
1861,16,5.0,2,7,23,0,1,0,5406,2400
1862,16,5.0,2,7,23,0,1,0,5406,2400
1863,16,5.0,2,7,23,0,1,0,5406,2400
1864,16,5.0,2,7,23,0,1,0,5406,2400
1865,2,3.0,3,4,32,0,2,0,64,31
1866,4,3.67,3,5,55,0,3,0,679,359
1867,2,3.33,3,4,54,0,3,0,1988,637
1868,25,5.0,3,9,24,0,2,0,250497,66324
1869,25,5.0,3,9,87,0,4,0,250497,66324
1870,25,5.0,3,9,87,0,4,0,250497,66324
1871,25,5.0,3,9,81,0,4,0,250497,66324
1872,25,5.0,3,9,81,0,4,0,250497,66324
1873,9,4.33,3,7,70,0,3,0,607,185
1874,9,4.33,3,7,73,0,3,0,607,185
1875,9,4.33,3,7,67,0,3,0,607,185
1876,10,5.67,3,11,26,0,2,0,-1,-1
1877,10,5.67,3,11,41,0,3,0,-1,-1
1878,10,3.67,3,5,36,0,3,0,2019,717
1879,10,3.67,3,5,46,0,3,0,2019,717
1880,3,4.0,3,6,40,0,3,0,590,181
1881,31,4.33,3,7,54,0,3,0,95,32
1882,31,4.33,3,7,53,0,3,0,95,32
1883,31,4.33,3,7,54,0,3,0,95,32
1884,31,4.33,3,7,54,0,3,0,95,32
1885,31,4.33,3,7,55,0,3,0,95,32
1886,2,4.33,3,7,22,0,2,0,962039,398274
1887,9,6.33,3,13,58,0,3,0,260691,136162
1888,13,6.67,3,14,66,0,3,0,152,47
1889,2,5.67,3,9,62,0,3,0,162555,40359
1890,6,4.0,4,8,33,0,3,0,39214,134
1891,6,4.0,4,8,44,0,4,0,39214,134
1892,3,6.0,2,9,20,0,1,0,-1,-1
1893,5,4.0,3,6,69,0,3,0,-1,-1
1894,5,4.33,3,7,67,0,3,1,5558,2766
1895,2,2.25,4,3,20,1,3,0,-1,-1
1896,2,4.0,3,7,22,0,2,0,-1,-1
1897,2,4.33,3,5,66,0,3,0,-1,-1
1898,2,6.67,3,12,29,0,2,0,2913940,629416
1899,7,7.0,2,11,39,0,1,0,326,217
1900,2,5.0,3,7,31,0,2,0,10174,2251
1901,2,4.67,3,8,23,0,2,0,-1,-1
1902,2,4.0,3,6,22,0,2,0,-1,-1
1903,2,5.67,3,11,27,0,2,0,-1,-1
1904,4,6.0,3,12,28,0,2,0,-1,-1
1905,4,6.0,3,12,40,0,3,0,-1,-1
1906,14,4.67,3,8,23,0,2,0,348010,395447
1907,14,4.67,3,8,52,0,3,0,348010,395447
1908,14,4.67,3,8,32,0,2,0,348010,395447
1909,14,4.67,3,8,33,0,2,0,348010,395447
1910,14,4.67,3,8,38,0,2,0,348010,395447
1911,14,4.67,3,8,48,0,2,0,348010,395447
1912,14,4.67,3,8,61,0,2,0,348010,395447
1913,4,4.0,3,6,58,0,3,0,6258,1141
1914,4,4.0,3,6,47,0,3,0,6258,1141
1915,2,7.33,3,16,32,0,2,0,-1,-1
1916,7,7.0,2,11,60,0,2,0,326,217
1917,99,5.33,3,7,56,0,2,0,2788,1198
1918,1,4.33,3,7,48,0,3,0,-1,-1
1919,2,4.67,3,8,50,0,3,0,-1,-1
1920,10,6.0,2,9,21,0,1,0,-1,-1
1921,10,6.0,2,9,47,0,1,0,-1,-1
1922,1,2.5,4,3,54,0,4,0,102,6
1923,4,4.67,3,9,29,0,2,0,-1,-1
1924,4,4.67,3,9,27,0,2,0,-1,-1
1925,4,7.5,2,12,28,0,1,0,-1,-1
1926,2,5.0,3,9,77,0,3,0,-1,-1
1927,1,6.0,3,12,58,0,3,0,-1,-1
1928,2,6.0,3,12,28,0,2,0,-1,-1
1929,58,6.5,2,10,31,0,1,0,4922,1541
1930,1,4.2,5,7,66,0,3,0,451940,203801
1931,57,5.33,3,10,42,0,2,0,239374,174737
1932,38,6.0,2,9,21,0,1,0,-1,-1
1933,141,5.67,3,9,52,0,2,0,-1,-1
1934,23,5.33,3,7,51,0,3,0,459959,104794
1935,2,3.0,3,3,42,0,3,0,599,244
1936,4,7.5,2,12,23,0,1,0,-1,-1
1937,184,5.33,3,10,48,0,2,1,1140090,311168
1938,1,5.67,3,11,49,0,3,0,-1,-1
1939,2,4.33,3,7,45,0,3,0,-1,-1
1940,2,5.33,3,10,65,0,3,0,213,110
1941,25,5.67,3,11,26,0,2,0,124097,48634
1942,25,5.67,3,11,60,0,3,0,124097,48634
1943,42,4.0,3,5,33,0,2,0,6,6
1944,42,3.75,4,5,56,0,3,1,6,6
1945,4,2.2,5,3,28,0,4,0,6106,280
1946,184,5.33,3,10,47,0,2,1,1140090,311168
1947,184,5.33,3,10,47,0,2,1,1140090,311168
1948,141,5.67,3,9,52,0,2,0,-1,-1
1949,23,4.33,3,7,31,0,2,0,2380051,397374
1950,68,4.67,3,8,28,0,2,0,-1,-1
1951,68,4.67,3,8,29,0,2,0,-1,-1
1952,68,4.67,3,8,38,0,3,0,-1,-1
1953,24,4.0,3,6,21,0,2,0,-1,-1
1954,99,5.33,3,7,56,0,2,0,2788,1198
1955,11,4.33,3,7,23,0,2,0,1053420,258821
1956,99,5.33,3,7,54,0,2,0,2788,1198
1957,2,5.33,3,8,25,0,2,0,-1,-1
1958,13,4.33,3,7,36,0,2,0,319297,239138
1959,4,3.67,3,5,27,0,2,0,59,30
1960,4,3.67,3,5,46,0,3,0,59,30
1961,5,5.33,3,10,40,0,2,0,4196463,359094
1962,184,5.33,3,10,48,0,2,1,1140090,311168
1963,23,5.33,3,7,51,0,3,0,459959,104794
1964,58,6.5,2,10,31,0,1,0,4922,1541
1965,5,5.0,3,9,36,0,3,0,554295,152027
1966,57,5.33,3,10,46,0,2,0,239374,174737
1967,1,6.0,3,8,39,0,2,0,1382,319
1968,1,3.67,3,5,40,0,3,0,-1,-1
1969,1,5.33,3,10,34,0,2,0,1296236,554696
1970,1,6.33,3,13,39,0,2,0,-1,-1
1971,197,6.33,3,11,56,0,2,0,326,217
1972,18,4.5,4,6,58,0,3,0,-1,-1
1973,197,6.33,3,11,63,0,2,0,326,217
1974,184,5.33,3,10,47,0,2,1,1140090,311168
1975,58,6.5,2,10,31,0,1,0,4922,1541
1976,1,6.0,3,12,35,0,3,0,-1,-1
1977,1,4.33,3,7,22,0,2,0,-1,-1
1978,57,5.33,3,10,47,0,2,0,239374,174737
1979,42,4.0,3,5,33,0,2,0,6,6
1980,4,4.0,3,6,21,0,2,0,44,46
1981,42,3.75,4,5,56,0,3,1,6,6
1982,2,6.0,4,17,86,0,8,0,390138,37020
1983,1,2.75,4,3,50,0,4,0,8821,111
1984,3,4.0,3,7,56,0,3,0,703,214
1985,7,2.75,4,4,47,0,4,0,102,6
1986,15,8.0,3,11,33,0,2,0,-1,-1
1987,15,8.0,3,11,34,0,2,0,-1,-1
1988,15,8.0,3,11,52,0,3,0,-1,-1
1989,9,4.0,3,6,62,0,3,0,493,178
1990,9,4.0,3,6,67,0,4,0,493,178
1991,9,4.0,3,6,62,0,3,0,493,178
1992,3,7.67,3,17,81,0,3,0,110980,26725
1993,3,6.67,3,9,63,0,3,0,-1,-1
1994,1,7.67,3,12,79,0,3,0,138887,44252
1995,16,5.0,2,7,22,0,1,0,5406,2400
1996,2,4.33,3,7,70,0,3,0,247829,68010
1997,25,5.0,3,9,24,0,2,0,250497,66324
1998,25,5.0,3,9,87,0,4,0,250497,66324
1999,25,5.0,3,9,87,0,4,0,250497,66324
2000,25,5.0,3,9,81,0,4,0,250497,66324
2001,25,5.0,3,9,81,0,4,0,250497,66324
2002,9,4.33,3,7,71,0,3,0,607,185
2003,10,5.67,3,11,26,0,2,0,-1,-1
2004,10,5.67,3,11,41,0,3,0,-1,-1
2005,10,3.67,3,5,36,0,3,0,2019,717
2006,10,3.67,3,5,36,0,3,0,2019,717
2007,31,4.33,3,7,53,0,3,0,95,32
2008,31,4.33,3,7,54,0,3,0,95,32
2009,31,4.33,3,7,60,0,3,0,95,32
2010,31,4.33,3,7,60,0,3,0,95,32
2011,31,4.33,3,7,56,0,3,0,95,32
2012,2,3.67,3,5,60,0,3,0,2255,861
2013,13,6.67,3,14,66,0,3,0,152,47
2014,13,6.67,3,14,64,0,3,0,152,47
2015,39,7.5,2,12,65,0,2,0,-1,-1
2016,1,4.0,3,6,60,0,3,0,-1,-1
2017,38,6.0,2,9,21,0,1,0,-1,-1
2018,141,5.67,3,9,52,0,2,0,-1,-1
2019,99,5.33,3,7,56,0,2,0,2788,1198
2020,1,5.33,3,10,35,0,3,0,45502,18933
2021,197,6.33,3,11,63,0,2,0,326,217
2022,1,5.0,4,9,72,0,4,0,-1,-1
2023,141,5.67,3,9,52,0,2,0,-1,-1
2024,23,5.33,3,7,51,0,3,0,459959,104794
2025,38,6.0,2,9,21,0,1,0,-1,-1
2026,141,5.67,3,9,52,0,2,0,-1,-1
2027,58,6.5,2,10,31,0,1,0,4922,1541
2028,1,2.33,3,3,92,0,9,0,299581,134507
2029,1,4.33,3,7,48,0,3,0,902662,234777
2030,57,5.33,3,10,42,0,2,0,239374,174737
2031,184,5.33,3,10,48,0,2,1,1140090,311168
2032,25,5.67,3,11,27,0,2,0,124097,48634
2033,25,5.67,3,11,57,0,3,0,124097,48634
2034,2,5.0,3,9,76,0,3,0,46,37
2035,2,5.0,3,9,65,0,3,0,46,37
2036,197,6.33,3,11,56,0,2,0,326,217
2037,184,5.33,3,10,47,0,2,1,1140090,311168
2038,68,4.67,3,8,28,0,2,0,-1,-1
2039,68,4.67,3,8,29,0,2,0,-1,-1
2040,68,4.67,3,8,38,0,3,0,-1,-1
2041,24,4.0,3,6,21,0,2,0,-1,-1
2042,99,5.33,3,7,56,0,2,0,2788,1198
2043,1,3.5,2,4,29,0,1,0,-1,-1
2044,184,5.33,3,10,47,0,2,1,1140090,311168
2045,1,3.67,3,5,56,0,3,0,86,21
2046,6,3.33,3,4,41,0,3,0,84280,46420
2047,15,8.0,3,11,33,0,2,0,-1,-1
2048,15,8.0,3,11,34,0,2,0,-1,-1
2049,15,8.0,3,11,52,0,3,0,-1,-1
2050,9,4.0,3,6,62,0,3,0,493,178
2051,9,4.0,3,6,61,0,3,0,493,178
2052,3,7.67,3,17,81,0,3,0,110980,26725
2053,3,6.67,3,9,63,0,3,0,-1,-1
2054,2,6.67,3,9,56,0,3,0,138887,44252
2055,2,6.67,3,9,60,0,3,0,138887,44252
2056,16,5.0,2,7,23,0,1,0,5406,2400
2057,2,4.33,3,7,59,0,3,0,247829,68010
2058,4,3.67,3,5,54,0,3,0,679,359
2059,4,3.0,3,3,66,0,4,0,86,21
2060,4,3.75,4,8,62,1,4,0,38321,11056
2061,25,5.0,3,9,24,0,2,0,250497,66324
2062,25,5.0,3,9,87,0,4,0,250497,66324
2063,25,5.0,3,9,87,0,4,0,250497,66324
2064,25,5.0,3,9,81,0,4,0,250497,66324
2065,25,5.0,3,9,81,0,4,0,-1,-1
2066,9,4.33,3,7,57,0,3,0,607,185
2067,9,4.33,3,7,56,0,3,0,607,185
2068,10,5.67,3,11,26,0,2,0,-1,-1
2069,10,5.67,3,11,41,0,3,0,-1,-1
2070,10,3.67,3,5,36,0,3,0,2019,717
2071,3,4.0,3,6,40,0,3,0,590,181
2072,31,4.33,3,7,60,0,3,0,95,32
2073,31,4.33,3,7,55,0,3,0,95,32
2074,1,3.0,3,3,44,0,3,0,1744435,754356
2075,9,6.33,3,13,58,0,3,0,260691,136162
2076,1,4.33,3,7,48,0,4,0,-1,-1
2077,1,4.67,3,8,80,0,3,0,361,114
2078,13,6.67,3,14,67,0,3,0,152,47
2079,13,6.67,3,14,67,0,3,0,152,47
2080,23,4.33,3,7,31,0,2,0,2380051,397374
2081,1,3.33,3,4,49,0,3,0,1447823,527229
2082,8,3.33,3,5,20,0,2,0,-1,-1
2083,8,3.33,3,5,30,0,2,0,-1,-1
2084,141,5.67,3,9,52,0,2,0,-1,-1
2085,13,3.67,3,5,20,0,2,0,93112,60921
2086,23,4.33,3,7,31,0,2,0,2380051,397374
2087,68,4.67,3,8,28,0,2,0,-1,-1
2088,68,4.67,3,8,29,0,2,0,-1,-1
2089,68,4.67,3,8,38,0,3,0,-1,-1
2090,24,4.0,3,6,21,0,2,0,-1,-1
2091,99,5.33,3,7,56,0,2,0,2788,1198
2092,18,7.0,3,15,55,0,3,0,-1,-1
2093,141,5.67,3,9,52,0,2,0,-1,-1
2094,99,5.33,3,7,54,0,2,0,2788,1198
2095,58,6.5,2,10,31,0,1,0,4922,1541
2096,1,4.33,3,7,31,0,2,0,1831787,582980
2097,10,3.67,3,5,36,0,3,0,2019,717
2098,57,5.33,3,10,46,0,2,0,239374,174737
2099,3,4.75,4,11,47,0,4,0,5524,3609
2100,60,4.5,4,11,50,0,4,0,5524,3609
2101,60,4.5,4,11,50,0,4,0,5524,3609
2102,60,4.5,4,11,50,0,4,0,5524,3609
2103,60,4.5,4,11,49,0,4,0,5524,3609
2104,60,4.5,4,11,49,0,4,0,5524,3609
2105,60,4.5,4,11,50,0,4,0,5524,3609
2106,60,4.5,4,11,50,0,4,0,5524,3609
2107,60,4.5,4,11,50,0,4,0,5524,3609
2108,60,4.5,4,11,49,0,4,0,5524,3609
2109,60,4.5,4,11,49,0,4,0,5524,3609
2110,60,4.5,4,11,49,0,4,0,5524,3609
2111,60,4.5,4,11,50,0,4,0,5524,3609
2112,60,4.5,4,11,49,0,4,0,5524,3609
